Columna1
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
     384
    6547
     242
       0
       0
       0
       0
       0
       2
       1
       2
       0
       3
       8
       7
      10
       9
      17
      15
      18
      19
      16
      30
      32
      44
      36
      54
      82
     100
     118
     138
     164
     176
     200
     223
     268
     295
     289
     308
     346
     369
     354
     401
     391
     381
     421
     389
     444
     434
     468
     488
     503
     523
     533
     556
     634
     630
     641
     650
     719
     734
     746
     819
     875
     860
     907
     998
     942
     965
    1024
     984
    1065
    1011
    1059
    1054
    1031
    1023
     949
     992
     869
     827
     810
     780
     747
     691
     659
     590
     568
     516
     498
     455
     457
     417
     380
     398
     327
     320
     280
     310
     279
     265
     281
     258
     201
     257
     235
     192
     210
     194
     171
     190
     168
     163
     172
     154
     160
     170
     170
     151
     150
     147
     155
     143
     134
     152
     128
     137
     151
     134
     108
     126
     146
     123
     130
     138
     132
     121
     144
     120
     105
     104
     114
     117
     123
      90
     121
     119
     106
     122
     102
      93
     104
      94
     105
      98
      78
      89
     118
      89
      79
     125
      81
      85
      81
      82
      87
      73
      74
      74
      88
      84
      86
      68
      85
      67
      65
      61
      62
      65
      67
      69
      66
      52
      51
      65
      48
      52
      43
      57
      56
      58
      47
      39
      37
      36
      37
      37
      47
      31
      37
      41
      39
      35
      47
      31
      30
      29
      38
      29
      24
      23
      21
      25
      26
      29
      31
      31
      23
      16
      19
      22
      29
      20
      22
      32
      23
      18
      16
      28
      11
      27
      17
      16
      14
      16
      12
      12
      18
      12
      13
      18
      16
      15
      17
      14
      14
      16
      15
      10
      11
      15
      14
       6
      15
      11
      13
       6
      12
      12
       5
       8
       6
       6
       8
       5
      10
       6
       9
       9
       9
       6
       8
       8
       7
      11
       7
      11
       8
      10
       4
       6
       6
       5
       4
       4
       4
       7
       4
       6
       6
       5
       3
       4
       2
       1
       3
       0
       3
       4
       3
       5
       6
       0
       6
       0
       3
       4
       3
       5
       1
       1
       2
       2
       3
       1
       3
       3
       0
       1
       1
       2
       3
       4
       3
       1
       4
       1
       2
       2
       0
       2
       3
       0
       0
       4
       2
       1
       2
       2
       0
       1
       0
       0
       1
       2
       3
       1
       2
       2
       0
       0
       1
       1
       0
       1
       0
       2
       1
       1
       0
       1
       0
       0
       0
       0
       0
       1
       1
       1
       1
       1
       0
       0
       1
       2
       0
       1
       0
       0
       0
       0
       0
       0
       0
       0
       1
       1
       0
       1
       0
       0
       0
       0
       0
       1
       1
       0
       0
       0
       1
       0
       0
       0
       1
       0
       0
       0
       0
       0
       1
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       1
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       1
       0
       0
       0
       1
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       1
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       1
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
